date,username,retweets,text,mentions,hashtags
2018-08-09 23:44:18,udayaprakash2,0,"Share ... helpline numbers #KeralaFloods #KeralaRains https:// twitter.com/gvprakash/stat us/1027603189833461760 …",,#KeralaFloods #KeralaRains
2018-08-09 23:38:26,dileepkodiyath,1,"If u need help please use this tag and below forms #keralawaters2018 #KeralaFloods #KeralaRain #keralarains https:// docs.google.com/forms/d/e/1FAI pQLSc4kxfFo2I-mpzH-YYe6mTSU5etgIbWriIWoReEoPqJNjfJuA/viewform?usp=sf_link …",,#keralawaters2018 #KeralaFloods #KeralaRain #keralarains
2018-08-09 23:29:43,keralavarma,4,"#Kerala #KeralaFloods My heart and mind is with people & wild animals of Kerala. 24 dam shutters are open including that of Asia's second largest Arch dam.",,#Kerala #KeralaFloods
2018-08-09 22:56:06,sutharsansurya,0,"• Stay Safe Everyone..Here are the Helpline Numbers..! Share #KeralaFloods #KeralaRains @Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr pic.twitter.com/xF1yanDRIm",@Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr,#KeralaFloods #KeralaRains
2018-08-09 20:26:06,shiyamjack,1,"#KeralaFloods helplines !!! pic.twitter.com/zYYm4HoGNu",,#KeralaFloods
2018-08-09 20:25:08,MDRUBELPARVEZ6,0,"Landslides caused by monsoon rains in Kerela kill 20 #KeralaFloods #keralarains #Kerala : http:// youtu.be/ChBiCy-NI6I?a via @YouTube",@YouTube,#KeralaFloods #keralarains #Kerala
2018-08-09 20:03:59,crpgzb69,0,"Heavy rains in #Kerala .. Shocking visuals for #KeralaFloods Stay Safe Everyone..Here are the Helpline Numbers..! Share #KeralaFloods #Keralarains pic.twitter.com/sIrwss1Lti",,#Kerala #KeralaFloods #KeralaFloods #Keralarains
2018-08-09 20:02:25,news_basics,1,"Karnataka lends a helping hand to flood affected Kerala #Kerala #KeralaFloods @cmofKarnataka @grovervj @GOKUpdates https:// newsbasics.in/2018/08/10/kar nataka-lends-a-helping-hand-to-flood-affected-kerala/ …",@cmofKarnataka @grovervj @GOKUpdates,#Kerala #KeralaFloods
2018-08-09 19:53:44,jayaprakash257,0,"My prayers for God's Own Country. Hard to see all livings affected due to rain... #KeralaFloods #KeralaRains",,#KeralaFloods #KeralaRains
2018-08-09 19:48:18,BollywoodMast13,1,"90% Off Best seller Philips Beard Trimmer Cordless for Men QT4001/15 https:// amzn.to/2MbbEbs #DeadlineDay #RajyaSabhaDeputyChairman #Note9 #CaptSafdar #KeralaFloods #Unpacked #GalaxyNote9 #GeneralElections2018 #Epiphany",,#DeadlineDay #RajyaSabhaDeputyChairman #Note9 #CaptSafdar #KeralaFloods #Unpacked #GalaxyNote9 #GeneralElections2018 #Epiphany
2018-08-09 19:43:51,Barathnk,0,"Pray for Brothers and Sisters in #Kerala Request @CMOKerala to take war zone action on rescuing people from #KeralaFloods #keralarains @NDRFHQ we believe in you",@CMOKerala @NDRFHQ,#Kerala #KeralaFloods #keralarains
2018-08-09 19:42:36,BollywoodMast13,1,"#NafratChhodo #11YearsOfChakDeIndia #UnlockTheMusic #Veshbhusha #1DDrive #RajyaSabhaDeputyChairman #Note9 #KeralaFloods Amazon exclusive offer Honor 7X (Blue, 4GB RAM + 64GB Memory) https:// amzn.to/2vxGAJD",,#NafratChhodo #11YearsOfChakDeIndia #UnlockTheMusic #Veshbhusha #1DDrive #RajyaSabhaDeputyChairman #Note9 #KeralaFloods
2018-08-09 19:35:20,SFC_Pondicherry,1,"• Stay Safe Everyone..Here are the Helpline Numbers..! Share #KeralaFloods #KeralaRains @Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr pic.twitter.com/SANWqBpSZk",@Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr,#KeralaFloods #KeralaRains
2018-08-09 19:30:27,Badshaass,0,"#KeralaFloods scary 22 people lost lives so far. Deadliest rainfall in a long time. https:// twitter.com/TimesNow/statu s/1027546576913199104 …",,#KeralaFloods
2018-08-09 19:26:47,Rahulrj_offl,0,"• Due to heavy rains and floods #Neeli postponed to saturday. #KeralaFloods #KeralaRains pic.twitter.com/vpvl5hb8jB",,#Neeli #KeralaFloods #KeralaRains
2018-08-09 19:24:47,entechfo,1,"Max share this video. Save kerala people #GalaxyNote9 #GhajinikanthBloopers #keralarains #KeralaFloods https:// twitter.com/entechfo/statu s/1027636469530120192 …",,#GalaxyNote9 #GhajinikanthBloopers #keralarains #KeralaFloods
2018-08-09 19:23:53,manoj1593,0,"May the time be in favour of #Kerala Heart and hopes with the recovery of the state to normal. #KeralaFloods #KeralaRains",,#Kerala #KeralaFloods #KeralaRains
2018-08-09 19:23:21,entechfo,1,"God please show some mercy - Save kerala people Full video in http:// entechfo.blogspot.com / #keralarains #KeralaFloods @ihansika #Vishwaroopam2FromTomorrow #Vishwaroopam2Thiruvizha pic.twitter.com/oaO1voTilC",@ihansika,#keralarains #KeralaFloods #Vishwaroopam2FromTomorrow #Vishwaroopam2Thiruvizha
2018-08-09 19:19:47,vipinkumar_g,2,"#keralarains Good Gesture by @CMOTamilNadu #KeralaFloods pic.twitter.com/3ac1oxUyEC",@CMOTamilNadu,#keralarains #KeralaFloods
2018-08-09 19:19:10,offeringam,0,"Today's offer https://www. instagram.com/p/BmRPx0_Au5Q/ ?utm_source=ig_share_sheet&igshid=197l3x2dp6gnd … #DarubaazKejri #keralarains #KeralaFloods #food #foodie #yum #dinner #foodporn #tasty #foodphotography #foodlover #foodblogger #foodstagram #yummy #foodgasm #foods #delicious #foodpics #MissDivaInDelhi #GalaxyNote9 #11YearsOfChakDeIndia pic.twitter.com/o5AaK01D6D",,#DarubaazKejri #keralarains #KeralaFloods #food #foodie #yum #dinner #foodporn #tasty #foodphotography #foodlover #foodblogger #foodstagram #yummy #foodgasm #foods #delicious #foodpics #MissDivaInDelhi #GalaxyNote9 #11YearsOfChakDeIndia
2018-08-09 19:07:15,sunderramu,7,"Thoughts with the people in the affected areas. brings back tough memories of the chennai floods. I remember a couple of men from Kerala drove all the way in a Qualis with bottles of boiled drinking water and gave it to us at Asan school. Prayers #KeralaFloods",,#KeralaFloods
2018-08-09 19:04:50,Sb_Offl,0,"• Stay Safe Everyone..Here are the Helpline Numbers..! Share #KeralaFloods #KeralaRains @Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr pic.twitter.com/d4nJ2W3JCI",@Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr,#KeralaFloods #KeralaRains
2018-08-09 18:50:45,MICDropBaam,1,"#KeralaFloods Oh by the way all the phone lines where I am at are dead. Thank god we also have cellphones.",,#KeralaFloods
2018-08-09 18:48:07,Utkarshdotwav,0,"Poop everyday. #India #JusticeForGoat #KeralaFloods",,#India #JusticeForGoat #KeralaFloods
2018-08-09 18:38:51,SkBloodSrini,0,"Conditions are getting worse in Kerala, people are facing many problems. Stay Safe! Please share the Emergency contact Details #KeralaFloods #KeralaRains pic.twitter.com/VVENWpqbvc",,#KeralaFloods #KeralaRains
2018-08-09 18:38:19,360dCinema,0,"Conditions are getting worse in Kerala, people are facing many problems. Stay Safe! Please share the Emergency contact Details #KeralaFloods #KeralaRains #PrayforKerala pic.twitter.com/0QvQqcbbLU",,#KeralaFloods #KeralaRains #PrayforKerala
2018-08-09 18:37:58,NITHINRAJB,1,"High alert!! #Supportkerala !! #keralafloods !!@sachin_rt @Suriya_offl @amirkingkhan we need support!! https:// twitter.com/NITHINRAJB/sta tus/1027623519436165120 …",@sachin_rt @Suriya_offl @amirkingkhan,#Supportkerala #keralafloods
2018-08-09 18:37:26,i_amspa,0,"#KeralaRains #KeralaFloods helpline numbers pic.twitter.com/a5dPqZZ3gy",,#KeralaRains #KeralaFloods
2018-08-09 18:34:03,johnpauljos,3,"#KeralaFloods Open up of Idukki Dam after 26 year due to heavy #keralarains pic.twitter.com/siU24w1LSl",,#KeralaFloods #keralarains
2018-08-09 18:32:26,arvindhtweets,1,"Stay safe #Kerala . #keralarains #Keralafloods https:// twitter.com/johnsoncinepro /status/1027606319056863232 …",,#Kerala #keralarains #Keralafloods
2018-08-09 18:29:02,Sivask818,11,"My dear friends, please pray for Kerala.... #KeralaFloods #PrayforKerala #keralarains pic.twitter.com/6HZBuxBqYa",,#KeralaFloods #PrayforKerala #keralarains
2018-08-09 18:28:54,rijorajan98757,1,"#keralarains #Kerala #KeralaFloods heavy rain still in mid night also",,#keralarains #Kerala #KeralaFloods
2018-08-09 18:27:25,Shakti_sk_,5,"Conditions are getting worse in Kerala, people are facing many problems. Stay Safe! Please share the Emergency contact Details @Siva_Kartikeyan @AllIndiaSKFC @actorsathish @Arunrajakamaraj @anirudhofficial @Amala_ams @VigneshShivN #KeralaFloods #KeralaRains #PrayforKerala pic.twitter.com/nTYALgqyzB",@Siva_Kartikeyan @AllIndiaSKFC @actorsathish @Arunrajakamaraj @anirudhofficial @Amala_ams @VigneshShivN,#KeralaFloods #KeralaRains #PrayforKerala
2018-08-09 18:26:03,danyjustus,0,"My heart is with the people of #Kerala in this tough floody situation. Prayers for safety and minimal damage. #Monsoon #Rain #KeralaFloods #keralarains",,#Kerala #Monsoon #Rain #KeralaFloods #keralarains
2018-08-09 18:24:52,sonyjoy,1,"24 dams are partially open in Kerala right now, a never before incident. More shutters likely to be opened tomorrow unless the rains reduce tonight. #KeralaFloods #IdukkiDam #monsoon pic.twitter.com/t0ozsUKODP",,#KeralaFloods #IdukkiDam #monsoon
2018-08-09 18:21:14,Eenadu_English,0,"WATCH: Houses collapse flood-hit Kerala @CMOKerala @rajnathsingh @NDRFHQ @PMOIndia @narendramodi #keralarains #KeralaFloods #Housescollapse http://www. eenaduindia.com/states/south/k erala/2018/08/09232955/Houses-collapse-due-to-landslide-in-Kerala.vpf …",@CMOKerala @rajnathsingh @NDRFHQ @PMOIndia @narendramodi,#keralarains #KeralaFloods #Housescollapse
2018-08-09 18:20:38,Paul_Oommen,157,"Dramatic visuals of people being washed away in Kaniyambatta in #Wayanad #Kerala . People formed a human chain and tried to rescue them. The hilly districts of #Wayanad and #Idukky are been completely inundated with red alerts issued in both districts. #KeralaFloods #KeralaRains pic.twitter.com/VEfqy32Aum",,#Wayanad #Kerala #Wayanad #Idukky #KeralaFloods #KeralaRains
2018-08-09 18:13:44,RajniVijayFC,0,"Mark This Tweet #Vishwaroopam2 going to be a washout in #Kerala Bcoz Of Humongous Rainfall #KeralaFloods https:// twitter.com/sri50/status/1 027588890712915969 …",,#Vishwaroopam2 #Kerala #KeralaFloods
2018-08-09 18:13:06,lalliganesan,1,"• Stay Safe Everyone..Here are the Helpline Numbers..! Share #KeralaFloods #KeralaRains @Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr pic.twitter.com/eSfxdZFS7R",@Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr,#KeralaFloods #KeralaRains
2018-08-09 18:07:12,Paul_Oommen,1,"#KeralaFloods #KeralaRains @CMofKarnataka sends 10 cr worth relief material & team of doctors to flood-hit Kerala and #TamilNadu CM offers 5cr and any other assistance too. Hope @TelanganaCMO and @AndhraPradeshCM will also extend a helping hand to ppl of #Kerala @KTRTRS",@CMofKarnataka @TelanganaCMO @AndhraPradeshCM @KTRTRS,#KeralaFloods #KeralaRains #TamilNadu #Kerala
2018-08-09 18:05:12,Trending_Hypers,4,"Share max.. #KeralaRains #KeralaFloods Helpline numbers. pic.twitter.com/Rpb2MQh8Cm",,#KeralaRains #KeralaFloods
2018-08-09 18:04:59,TirupurSkians,2,"#keralarains Share ... helpline numbers #KeralaFloods #keralarains pic.twitter.com/VAXyiyBmM7",,#keralarains #KeralaFloods #keralarains
2018-08-09 18:03:28,hosursuryafans,5,"Share ... helpline numbers.. Eveey one safe friends. #KeralaFloods #keralarains @Suriya_offl @SuriyaFansClub @rajsekarpandian @SuryaFansWorld @SuryaFansTeam @osfc_offl_kri pic.twitter.com/7YU5JtyjOh",@Suriya_offl @SuriyaFansClub @rajsekarpandian @SuryaFansWorld @SuryaFansTeam @osfc_offl_kri,#KeralaFloods #keralarains
2018-08-09 18:00:57,libinjsingh,1,"Heavy rains in #Kerala .. Hope ppl there take precautions and are finding safe places to stay, in flooding areas.. #KeralaRains #prayforkerala #flood #KeralaFloods #KeralaRain",,#Kerala #KeralaRains #prayforkerala #flood #KeralaFloods #KeralaRain
2018-08-09 18:00:15,pssomas,0,"Unimaginable rains in #Kerala . hope people stay safe from #keralarains . I join the nation in praying for the Rain affected districts of #kerala . Stay strong Kerala. #KeralaRains . #kerala is my another home state. God will help you because it's God's own country. #KeralaFloods",,#Kerala #keralarains #kerala #KeralaRains #kerala #KeralaFloods
2018-08-09 17:52:09,Sastika_R,14,"Prayers to all the brothers and sisters of Kerala. Worried about the sad state due to rain and consequences. Stay safe. #KeralaFloods #keralarains",,#KeralaFloods #keralarains
2018-08-09 17:51:23,RevathiRajeevan,4,"#KeralaFloods @CMofKarnataka discusses situation with @CMOKerala Offers all possible help from Karnataka",@CMofKarnataka @CMOKerala,#KeralaFloods
2018-08-09 17:46:46,kollywood_Post,0,"Control room numbers... #keralarains #KeralaFloods #kerala #ShareMax #FloodAlert pic.twitter.com/1JpVcRDg05",,#keralarains #KeralaFloods #kerala #ShareMax #FloodAlert
2018-08-09 17:46:07,dt_next,0,"Prime Minister #NarendraModi today spoke with Kerala Chief Minister #PinarayiVijayan in the wake of heavy rains and floods in the state and offered all possible assistance to those affected. https://www. dtnext.in/News/National/ 2018/08/09224043/1083586/Kerala-rains-PM-Modi-speaks-with-Kerala-CM-offers-.vpf?TId=112133 … #KeralaFloods",,#NarendraModi #PinarayiVijayan #KeralaFloods
2018-08-09 17:45:39,dt_next,0,"#TamilNadu Chief Minister #EdappadiPalaniswami today announced a contribution of Rs 5 crore to rain ravaged Kerala as a mark of support to the neighbouring state. https://www. dtnext.in/News/TamilNadu /2018/08/09223645/1083585/Tamil-Nadu-government-offers-to-help-Kerala-announces-.vpf?TId=112141 … #KeralaFloods",,#TamilNadu #EdappadiPalaniswami #KeralaFloods
2018-08-09 17:43:28,iam_kishorevj,3,"Share ... helpline numbers #KeralaFloods #keralarains @AthulyaOfficial @joy_stylist @KikiVijay @imKBRshanthnu @moulistic @AnjanaVJ @nikkigalrani @Samanthaprabhu2 @VishalKOfficial @JeenuSamDarling pic.twitter.com/aRsmM4gdef",@AthulyaOfficial @joy_stylist @KikiVijay @imKBRshanthnu @moulistic @AnjanaVJ @nikkigalrani @Samanthaprabhu2 @VishalKOfficial @JeenuSamDarling,#KeralaFloods #keralarains
2018-08-09 17:41:19,NewsX,2,"Kerala rains: PM Modi assures all possible help to those affected in wake of this calamity #keralarains #KeralaFloods https://www. newsx.com/national/keral a-rains-pm-modi-cm-pinarayi-vijayan-kerala-floods …",,#keralarains #KeralaFloods
2018-08-09 17:39:32,saxenanikita89,3,"Hi..we have a plan to visit #Wayanad on August 17. Our hotel is in Kotapaddy. As checked with the hotel owner the rain situation is under control and all the routes from Bengaluru to Kotapaddy have no issue. Can someone update the exact situation pls! #KeralaFloods #KeralaRain",,#Wayanad #KeralaFloods #KeralaRain
2018-08-09 17:39:23,karthikpkk87,1,"Be safe #Kerala #keralaRains #KeralaFloods pic.twitter.com/1xfCNxl78R",,#Kerala #keralaRains #KeralaFloods
2018-08-09 17:38:09,SuriyaFansClub,118,"• Stay Safe Everyone..Here are the Helpline Numbers..! Share #KeralaFloods #KeralaRains @Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr pic.twitter.com/9W7ZpMnKP9",@Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_sr,#KeralaFloods #KeralaRains
2018-08-09 17:36:44,Laksviolet,0,"My prayers for Fury in god's own country, disaster management wake up! #KeralaFloods #savekerala #KeralaRain https:// twitter.com/dhanyarajendra n/status/1027511927679983617 …",,#KeralaFloods #savekerala #KeralaRain
2018-08-09 17:30:09,HarishSK31,55,"Conditions are getting worse in Kerala, people are facing many problems. Stay Safe! Please share the Emergency contact Details @Siva_Kartikeyan @AllIndiaSKFC @actorsathish @Arunrajakamaraj @anirudhofficial @Amala_ams @VigneshShivN #KeralaFloods #KeralaRains #PrayforKerala pic.twitter.com/v6jmUFLlIY",@Siva_Kartikeyan @AllIndiaSKFC @actorsathish @Arunrajakamaraj @anirudhofficial @Amala_ams @VigneshShivN,#KeralaFloods #KeralaRains #PrayforKerala
2018-08-09 17:29:23,Dksview,29,"Shocking visuals for #KeralaFloods Stay safe pic.twitter.com/QwmW5dKnzD",,#KeralaFloods
2018-08-09 17:23:40,TheNameIsIRB,0,"Share ... helpline numbers #KeralaFloods #keralarains pic.twitter.com/6DEv31HtRo",,#KeralaFloods #keralarains
2018-08-09 17:23:33,johnsoncinepro,14,"Totally broken 2 c God's own country being devastated with #KeralaFloods . The beautiful lands #Idukki #Wayanad in more trouble with flood levels. Around 22 people dead, More thn 20 disappeared. #TNGovt donated 5Cr. Let us come forward to help them in this critical juncture. pic.twitter.com/Oe8OpTNzND",,#KeralaFloods #Idukki #Wayanad #TNGovt
2018-08-09 17:23:13,DEEPU_S_GIRI,2,"My heart goes to the people of #Kerala !! Disturbing clips shown in media channels.. Hope the nature comes back to normalcy soon.. Prayers #KeralaRains #KeralaFloods",,#Kerala #KeralaRains #KeralaFloods
2018-08-09 17:19:23,SenthilKumarSKF,13,"Conditions are getting worse in Kerala, people are facing many problems. Stay Safe! Please share the Emergency contact Details @Siva_Kartikeyan @AllIndiaSKFC @actorsathish @Arunrajakamaraj @anirudhofficial @Amala_ams @VigneshShivN #KeralaFloods #KeralaRains #PrayforKerala pic.twitter.com/Ovnm9rucf0",@Siva_Kartikeyan @AllIndiaSKFC @actorsathish @Arunrajakamaraj @anirudhofficial @Amala_ams @VigneshShivN,#KeralaFloods #KeralaRains #PrayforKerala
2018-08-09 17:18:38,gulftoday,0,"Rain, landslides kill 24, displace thousands in India's Kerala state https:// bit.ly/2OpCcTQ #keralarains #KeralaFloods #KeralaRain pic.twitter.com/c3I9j6tUnf",,#keralarains #KeralaFloods #KeralaRain
2018-08-09 17:17:51,PathiThadhagath,0,"Stay safe kerala. Tough time. #keralarains #KeralaFloods",,#keralarains #KeralaFloods
2018-08-09 17:17:14,RenjiniVarghese,0,"#Keralaflood #KeralaFloods situation grim, alert from disaster management cell https:// twitter.com/KeralaSDMA/sta tus/1027600733749866497 …",,#Keralaflood #KeralaFloods
2018-08-09 17:16:59,vatsan_18,0,"Here are the District Control Room Contact Numbers of #Kerala maximum share this please Nd Kerala people’s in need of help please make sure that this Vll reach to maximum peoples. Thanks #keralarains #KeralaFloods https:// twitter.com/gvprakash/stat us/1027603189833461760 …",,#Kerala #keralarains #KeralaFloods
2018-08-09 17:14:53,DoctorrSays,251,"Happiness is everywhere #KeralaRains #KeralaFloods pic.twitter.com/NxAwgwWGhU",,#KeralaRains #KeralaFloods
2018-08-09 17:11:42,ians_india,0,"#keralarains leave 24 dead, Cochin airport opens: http:// ians.in/index.php?para m=news/C-1-1034857 … #KeralaFloods pic.twitter.com/AYfkAKnkRX",,#keralarains #KeralaFloods
2018-08-09 17:11:07,gvprakash,2044,"Share ... helpline numbers #KeralaFloods #keralarains pic.twitter.com/8Xy2VcBpiX",,#KeralaFloods #keralarains
2018-08-09 17:08:57,Im_JEBIN,1,"Idukki dam shutter opened after 26 years in #Kerala due to heavy rain. But still #IdukkiDam water level is rising up & touches 2400 feet , At 10.00 pm water level is 2400.2 feet.( Max.Capacity :2403 feet) #KeralaFloods #keralarains pic.twitter.com/LVBU7csVdB",,#Kerala #IdukkiDam #KeralaFloods #keralarains
2018-08-09 17:05:38,SonnyAbraham,0,"Kerala seeks Army help, flood toll is 24 http:// netindian.in/news/2018/08/0 9/00049987/kerala-seeks-army-help-flood-toll-24 … #Kerala #KeralaFloods #Idukki @netindian",@netindian,#Kerala #KeralaFloods #Idukki
2018-08-09 17:05:17,Amberological,12,"Conditions are getting worse in Kerala, people are facing many problems. Stay Safe! #KeralaFloods #KeralaRains #Kerala pic.twitter.com/C67ZZOQFZz",,#KeralaFloods #KeralaRains #Kerala
2018-08-09 17:03:45,AnkurCh16459259,1,"#KeralaFloods My sincere prayers for the #kerala people who r all suffering from sudden rise of calamity.",,#KeralaFloods #kerala
2018-08-09 17:01:46,abhay8942,0,"And the #airlift . Kudos @NDRFHQ . #KeralaFloods #keralarains pic.twitter.com/SxcsXWYVfm",@NDRFHQ,#airlift #KeralaFloods #keralarains
2018-08-09 17:01:13,ScandlousGrace,0,"Scary! Be safe people. #kerala #monsoonwoes #keralarains #KeralaFloods https:// twitter.com/mknid/status/1 027512517252313090 …",,#kerala #monsoonwoes #keralarains #KeralaFloods
2018-08-09 17:00:19,DeccanHerald,1,"Heavy #rains pounding #Kerala triggered a series of #landslides in the hilly #Idukki district and northern parts, killing 26 people since last night. #KeralaFloods #KeralaRain https://www. deccanherald.com/national/18-ki lled-landslides-and-heavy-686511.html …",,#rains #Kerala #landslides #Idukki #KeralaFloods #KeralaRain
2018-08-09 16:57:16,sathvijay,1,"Life will be miserable especially with kids & elderly. Having gone through this trauma in #chennaifloods few yrs back. People of #Tamilnadu will be with you. Wish normalcy returns soon. Take care! #keralarains #KochiFloodThreat #KeralaFloods #Keralarain #Rains https:// twitter.com/name_is_Sana/s tatus/1027520009042505728 …",,#chennaifloods #Tamilnadu #keralarains #KochiFloodThreat #KeralaFloods #Keralarain #Rains
2018-08-09 16:55:56,Voteboothindia,1,"Watch below video link https:// youtu.be/fpZDq3H-vVI #cmainter #cma #Featured #KeralaFloods #Biggbosstamil #Bepannaah #AnotherCongressDefenceScam #PPKFromTomorrow #PakistanElections2018 #PyaarPremaKadhal",,#cmainter #cma #Featured #KeralaFloods #Biggbosstamil #Bepannaah #AnotherCongressDefenceScam #PPKFromTomorrow #PakistanElections2018 #PyaarPremaKadhal
2018-08-09 16:55:16,isaacskarriem,1,"Yaa Rabbi may Allah SWT make it easy in #Kerala #KeralaFloods #KeralaRains",,#Kerala #KeralaFloods #KeralaRains
2018-08-09 16:53:27,iamVickyAV,0,"#Tamilnadu government announced 5 Crore as relief fund for #Kerala flood ! #KeralaFloods",,#Tamilnadu #Kerala #KeralaFloods
2018-08-09 16:53:03,MTenginkai,0,"18 people killed due to heavy rainfall and landslides in Kerala. #KeralaFloods #PrayForKerala",,#KeralaFloods #PrayForKerala
2018-08-09 16:52:54,Im_Finney,1,"#KeralaFloods #Keralarains Be safe Keralites .. #PrayforKerala pic.twitter.com/qeV0mPf7xz",,#KeralaFloods #Keralarains #PrayforKerala
2018-08-09 16:52:17,WaterMitty,0,"@flyspicejet plz continue2make money out of calamities and natural disasters and hapless consumers...well done!I don't know if your mates at @IndiGo6E or @jetairways or @airindiain look at profiteering in advers circumstances the same way..wish @MoCA_GoI makes note #KeralaFloods",@flyspicejet @IndiGo6E @jetairways @airindiain @MoCA_GoI,#KeralaFloods
2018-08-09 16:51:18,apnnewsindia,15,"PM #NarendraModi speaks to Kerala CM Pinarayi Vijayan, discusses situation arising due to #floods & #landslides in various parts of the state. #KeralaFloods pic.twitter.com/GYk0T0U5vn",,#NarendraModi #floods #landslides #KeralaFloods
